上报收费站ID,上报收费站名称,上报收费归属省份,上报收费站经度,上报收费站纬度,电子地图收费站ID,电子地图ID,电子地图收费站名称,电子地图收费站归属省份,电子地图收费经度,电子地图收费站纬度,互联网地图1收费站ID,互联网地图1收费站名称,互联网地图1收费站归属省份,互联网地图1收费站经度,互联网地图1收费站纬度,确认收费站ID,确认收费站名称,确认收费站归属省份,确认收费站类型,确认收费站经度,确认收费站纬度,确认数据经纬度来源（0：互联网1；    1：上报收费站；2：电子地图；3:缺失）
G1111230020020,东富,heilongjiang,127.487829,46.846606,G1111230020020,,,,,,G1111230020020,绥化东收费站,HEI_LONG_JIANG,127.041063,46.678983,G1111230020020,绥化东收费站,heilongjiang,MAIN_LINE_PLAZA,127.041063,46.678983,0
G0010230030040,肇东,heilongjiang,125.929964,46.043011,G0010230030040,2110020406,肇东收费站,heilongjiang,125.93614,46.04461,G0010230030040,肇东收费站,HEI_LONG_JIANG,125.936107,46.044611,G0010230030040,肇东收费站,heilongjiang,RAMP_PLAZA,125.936107,46.044611,0
S0026330010110,磐安,zhejiang,120.431464,28.980018,S0026330010110,2110011302,磐安收费站,zhejiang,120.42513,28.97446,S0026330010110,磐安收费站,ZHE_JIANG,120.425147,28.974368,S0026330010110,磐安收费站,zhejiang,MAIN_LINE_PLAZA,120.425147,28.974368,0
S0032310010060,S32嘉闵高架,shanghai,121.2328,31.0214,S0032310010060,,,,,,S0032310010060,嘉闵高架路收费站,SHANG_HAI,121.392719,31.038331,S0032310010060,嘉闵高架路收费站,shanghai,RAMP_PLAZA,121.392719,31.038331,0
S0011120010010,涧河,tianjin,,,S0011120010010,2110003848,涧河收费站,tianjin,118.06003,39.22797,S0011120010010,涧河收费站,TIAN_JIN,,,S0011120010010,涧河收费站,tianjin,PROVINCE_STATION_COMMON,118.06003,39.22797,2
S0411530010010,腰街,yunnan,101.646925,25.091977,S0411530010010,,,,,,S0411530010010,腰站街收费站,YUN_NAN,101.648396,25.091922,S0411530010010,腰站街收费站,yunnan,RAMP_PLAZA,101.648396,25.091922,0
G0056530120020,芒市,yunnan,98.57512,24.480951,G0056530120020,2110132482,芒市收费站,yunnan,98.57604,24.47485,G0056530120020,芒市收费站,YUN_NAN,98.575821,24.474689,G0056530120020,芒市收费站,yunnan,RAMP_PLAZA,98.575821,24.474689,0
G8511530060060,勐腊北1,yunnan,,,G8511530060060,,,,,,G8511530060060,勐腊北收费站,YUN_NAN,101.534648,21.476984,G8511530060060,勐腊北收费站,yunnan,,101.534648,21.476984,0
G0080530040040,珠街,yunnan,104.931696,23.751742,G0080530040040,2110015613,珠街收费站,yunnan,104.93628,23.74782,G0080530040040,珠街收费站,YUN_NAN,104.936243,23.747713,G0080530040040,珠街收费站,yunnan,RAMP_PLAZA,104.936243,23.747713,0
G8511530040020,宁洱,yunnan,101.068751,23.036531,G8511530040020,2110015296,宁洱收费站,yunnan,101.07185,23.03109,G8511530040020,宁洱收费站,YUN_NAN,101.071815,23.031264,G8511530040020,宁洱收费站,yunnan,RAMP_PLAZA,101.071815,23.031264,0
S0033530010020,北城2,yunnan,102.545411,24.466981,S0033530010020,,,,,,S0033530010020,北城收费站,YUN_NAN,102.550418,24.455615,S0033530010020,北城收费站,yunnan,RAMP_PLAZA,102.550418,24.455615,0
G0326530010010,施家屯,yunnan,103.865313,25.727117,G0326530010010,2110015254,施家屯收费站,yunnan,103.86601,25.72392,G0326530010010,施家屯收费站,YUN_NAN,103.866026,25.723846,G0326530010010,施家屯收费站,yunnan,MAIN_LINE_PLAZA,103.866026,25.723846,0
G0015320020020,灌云东,jiangsu,119.506796,34.326099,G0015320020020,2110028797,灌云东收费站,jiangsu,119.50037,34.31996,G0015320020020,灌云东收费站,JIANG_SU,119.500449,34.320002,G0015320020020,灌云东收费站,jiangsu,RAMP_PLAZA,119.500449,34.320002,0
G0015320030110,丁堰,jiangsu,120.689065,32.355039,G0015320030110,2110028290,丁堰收费站,jiangsu,120.68259,32.34933,G0015320030110,丁堰收费站,JIANG_SU,120.682564,32.349338,G0015320030110,丁堰收费站,jiangsu,RAMP_PLAZA,120.682564,32.349338,0
S0038320030020,嘉泽,jiangsu,119.734079,31.671366,S0038320030020,2110028572,嘉泽收费站,jiangsu,119.72768,31.66548,S0038320030020,嘉泽收费站,JIANG_SU,119.727525,31.665367,S0038320030020,嘉泽收费站,jiangsu,RAMP_PLAZA,119.727525,31.665367,0
G9999459998010,A,guangxi,,,G9999459998010,,,,,,G9999459998010,收费站A收费站,GUANG_XI,,,G9999459998010,收费站A收费站,guangxi,PROVINCE_STATION_COMMON,,,3
S0003340010020,狸桥,anhui,118,30,S0003340010020,,,,,,S0003340010020,狸桥收费站,AN_HUI,118.962851,31.210058,S0003340010020,狸桥收费站,anhui,RAMP_PLAZA,118.962851,31.210058,0
G0015310010020,G15嘉西,shanghai,121.20192,31.3771,G0015310010020,,,,,,G0015310010020,嘉西收费站,SHANG_HAI,121.216009,31.367156,G0015310010020,嘉西收费站,shanghai,RAMP_PLAZA,121.216009,31.367156,0
S0032310010080,S32朱枫公路,shanghai,121.148,30.5721,S0032310010080,,,,,,S0032310010080,朱枫公路收费站,SHANG_HAI,121.028643,30.949032,S0032310010080,朱枫公路收费站,shanghai,RAMP_PLAZA,121.028643,30.949032,0
G0050310010080,G50沪苏,shanghai,120.893083,31.047447,G0050310010080,,,,,,G0050310010080,沪苏收费站,SHANG_HAI,121.657508,31.663698,G0050310010080,沪苏收费站,shanghai,PROVINCE_STATION_COMMON,121.657508,31.663698,0
G0002310010030,G2安亭,shanghai,121.152873,31.292168,G0002310010030,,,,,,G0002310010030,安亭汽车城收费站,SHANG_HAI,121.164854,31.270669,G0002310010030,安亭汽车城收费站,shanghai,PROVINCE_STATION_COMMON,121.164854,31.270669,0
S0011650010050,滋泥泉子,xinjiang,87.891102,43.560657,S0011650010050,2110056397,滋泥泉子收费站,xinjiang,88.71647,44.14859,S0011650010050,滋泥泉子收费站,XIN_JIANG,88.716635,44.148558,S0011650010050,滋泥泉子收费站,xinjiang,RAMP_PLAZA,88.716635,44.148558,0
S0201650010030,新湖,xinjiang,86.152883,44.521584,S0201650010030,2110006569,新湖收费站,xinjiang,86.15573,44.52276,S0201650010030,新湖收费站,XIN_JIANG,86.155933,44.522714,S0201650010030,新湖收费站,xinjiang,MAIN_LINE_PLAZA,86.155933,44.522714,0
G0065500040010,黄草,chongqing,107.5616,29.1953,G0065500040010,2110000609,黄草收费站,chongqing,107.94221,29.32853,G0065500040010,黄草收费站,CHONG_QING,107.942291,29.328557,G0065500040010,黄草收费站,chongqing,RAMP_PLAZA,107.942291,29.328557,0
G0055140460030,高平,shanxi,112.947764,35.769441,G0055140460030,2110024986,高平收费站,shanxi,112.95361,35.76981,G0055140460030,高平收费站,SHAN_XI,112.953566,35.7698,G0055140460030,高平收费站,shanxi,RAMP_PLAZA,112.953566,35.7698,0
S0086140680050,沁水西,shanxi,112.057438,35.662043,S0086140680050,2110024940,沁水西收费站,shanxi,112.06346,35.66324,S0086140680050,沁水西收费站,SHAN_XI,112.063668,35.663385,S0086140680050,沁水西收费站,shanxi,RAMP_PLAZA,112.063668,35.663385,0
S0080140630030,胡底,shanxi,112.671832,35.711749,S0080140630030,,,,,,S0080140630030,胡底收费站,SHAN_XI,112.671221,35.71158,S0080140630030,胡底收费站,shanxi,RAMP_PLAZA,112.671221,35.71158,0
S0045140230020,昔阳,shanxi,113.77052,37.629543,S0045140230020,2110059836,昔阳收费站,shanxi,113.77692,37.63011,S0045140230020,昔阳收费站,SHAN_XI,113.777021,37.630106,S0045140230020,昔阳收费站,shanxi,RAMP_PLAZA,113.777021,37.630106,0
S0045140230030,和顺北,shanxi,113.654413,37.370862,S0045140230030,2110059828,和顺北收费站,shanxi,113.6608,37.37151,S0045140230030,和顺北收费站,SHAN_XI,113.660829,37.371727,S0045140230030,和顺北收费站,shanxi,RAMP_PLAZA,113.660829,37.371727,0
S0045140230040,左权北,shanxi,113.407986,37.13424,S0045140230040,2110059833,左权北收费站,shanxi,113.4151,37.13483,S0045140230040,左权北收费站,SHAN_XI,113.415108,37.134827,S0045140230040,左权北收费站,shanxi,RAMP_PLAZA,113.415108,37.134827,0
G0060360280040,温厚路丰厚,jiangxi,,,G0060360280040,,,,,,G0060360280040,丰厚收费站,JIANG_XI,115.804385,28.423023,G0060360280040,丰厚收费站,jiangxi,RAMP_PLAZA,115.804385,28.423023,0
G0056360290010,九瑞路狮子,jiangxi,,,G0056360290010,,,,,,G0056360290010,狮子收费站,JIANG_XI,115.833696,29.592293,G0056360290010,狮子收费站,jiangxi,RAMP_PLAZA,115.833696,29.592293,0
G0072360300030,石吉路宁都,jiangxi,,,G0072360300030,,,,,,G0072360300030,宁都收费站,JIANG_XI,115.976161,26.378335,G0072360300030,宁都收费站,jiangxi,RAMP_PLAZA,115.976161,26.378335,0
G0094440060050,华为南,guangdong,114.049882,22.660339,G0094440060050,,,,,,G0094440060050,华为南收费站,GUANG_DONG,,,G0094440060050,华为南收费站,guangdong,RAMP_PLAZA,114.049882,22.660339,1
S0023440010080,水口,guangdong,114.527181,23.118431,S0023440010080,2110038262,水口收费站,guangdong,112.76862,22.4674,S0023440010080,水口收费站,GUANG_DONG,114.527067,23.11846,S0023440010080,水口收费站,guangdong,RAMP_PLAZA,114.527067,23.11846,0
G0050340080020,安庆,anhui,117.06888,30.606957,G0050340080020,2110029432,安庆收费站,anhui,117.07698,30.57024,G0050340080020,安庆收费站,AN_HUI,117.076759,30.570197,G0050340080020,安庆收费站,anhui,RAMP_PLAZA,117.076759,30.570197,0
G0035340020030,南照,anhui,115.994783,32.627692,G0035340020030,2110029442,南照收费站,anhui,115.98555,32.6254,G0035340020030,南照收费站,AN_HUI,115.985636,32.625468,G0035340020030,南照收费站,anhui,RAMP_PLAZA,115.985636,32.625468,0
S0017340020030,长丰南,anhui,117.141554,32.382764,S0017340020030,2110029602,长丰南收费站,anhui,117.13536,32.37654,S0017340020030,长丰南收费站,AN_HUI,117.135474,32.376514,S0017340020030,长丰南收费站,anhui,RAMP_PLAZA,117.135474,32.376514,0
G0035340060030,香隅,anhui,116.519,30.442,G0035340060030,,,,,,G0035340060030,香隅收费站,AN_HUI,116.863349,30.075553,G0035340060030,香隅收费站,anhui,MAIN_LINE_PLAZA,116.863349,30.075553,0
G0003340030010,方兴大道,anhui,118,30,G0003340030010,,,,,,G0003340030010,滨湖新区收费站,AN_HUI,117.262027,31.720737,G0003340030010,滨湖新区收费站,anhui,RAMP_PLAZA,117.262027,31.720737,0
G0040340020020,龙塘,anhui,118,30,G0040340020020,2110029565,龙塘收费站,anhui,117.4217,31.82625,G0040340020020,龙塘收费站,AN_HUI,117.421472,31.825766,G0040340020020,龙塘收费站,anhui,RAMP_PLAZA,117.421472,31.825766,0
G2211610020010,招安,shaanxi,109.924001,36.495101,G2211610020010,,,,,,G2211610020010,招安收费站,SHAAN_XI,109.162584,36.831546,G2211610020010,招安收费站,shaanxi,RAMP_PLAZA,109.162584,36.831546,0
G7011610020120,五郎坪,shaanxi,106.367648,33.308828,G7011610020120,,,,,,G7011610020120,五郎坪收费站,SHAAN_XI,106.369867,33.306654,G7011610020120,五郎坪收费站,shaanxi,RAMP_PLAZA,106.369867,33.306654,0
S0032610010010,榆林东,shaanxi,109.804726,38.303048,S0032610010010,,,,,,S0032610010010,榆林东收费站,SHAAN_XI,109.811182,38.3018,S0032610010010,榆林东收费站,shaanxi,MAIN_LINE_PLAZA,109.811182,38.3018,0
S0032610010020,麻黄梁,shaanxi,109.561121,38.214211,S0032610010020,,,,,,S0032610010020,麻黄梁收费站,SHAAN_XI,109.939168,38.362372,S0032610010020,麻黄梁收费站,shaanxi,RAMP_PLAZA,109.939168,38.362372,0
S0038320010020,常熟北,jiangsu,120.771025,31.733586,S0038320010020,2110028339,常熟北收费站,jiangsu,120.76459,31.72802,S0038320010020,常熟北收费站,JIANG_SU,120.764452,31.728079,S0038320010020,常熟北收费站,jiangsu,RAMP_PLAZA,120.764452,31.728079,0
S0038320010050,江阴新桥,jiangsu,120.50207,31.817216,S0038320010050,,,,,,S0038320010050,新桥南收费站,JIANG_SU,120.49537,31.806881,S0038320010050,新桥南收费站,jiangsu,RAMP_PLAZA,120.49537,31.806881,0
S0068320010010,高淳新区,jiangsu,118.92861,31.38472,S0068320010010,2110069630,高淳新区收费站,jiangsu,118.93431,31.38269,S0068320010010,高淳新区收费站,JIANG_SU,118.933995,31.382522,S0068320010010,高淳新区收费站,jiangsu,RAMP_PLAZA,118.933995,31.382522,0
S0069320010040,沛县,jiangsu,116.889821,34.645517,S0069320010040,2110028679,沛县收费站,jiangsu,116.88983,34.64539,S0069320010040,沛县收费站,JIANG_SU,116.889821,34.645372,S0069320010040,沛县收费站,jiangsu,RAMP_PLAZA,116.889821,34.645372,0
G8511530010070,富有,yunnan,102.752963,24.734369,G8511530010070,2110015273,富有收费站,yunnan,102.7562,24.72817,G8511530010070,富有收费站,YUN_NAN,102.756126,24.728131,G8511530010070,富有收费站,yunnan,RAMP_PLAZA,102.756126,24.728131,0
G6517450010070,百丈,guangxi,109.545359,23.563972,G6517450010070,,,,,,G6517450010070,百丈收费站,GUANG_XI,109.919267,23.939729,G6517450010070,百丈收费站,guangxi,RAMP_PLAZA,109.919267,23.939729,0
G050S500010020,高镇,chongqing,107.837701,29.978869,G050S500010020,,,,,,G050S500010020,高家镇收费站,CHONG_QING,107.8448,29.983368,G050S500010020,高家镇收费站,chongqing,RAMP_PLAZA,107.8448,29.983368,0
S0101500040030,永城,chongqing,106.836497,29.012423,S0101500040030,2110000644,永城收费站,chongqing,106.8301,29.00648,S0101500040030,永城收费站,CHONG_QING,106.830035,29.006317,S0101500040030,永城收费站,chongqing,RAMP_PLAZA,106.830035,29.006317,0
S0022360450010,都九路温泉,jiangxi,,,S0022360450010,,,,,,S0022360450010,温泉收费站,JIANG_XI,115.881274,29.399207,S0022360450010,温泉收费站,jiangxi,RAMP_PLAZA,115.881274,29.399207,0
G6011360500040,昌宁路南段宁都西,jiangxi,,,G6011360500040,,,,,,G6011360500040,宁都西收费站,JIANG_XI,115.897064,26.448233,G6011360500040,宁都西收费站,jiangxi,RAMP_PLAZA,115.897064,26.448233,0
S0041360520030,宁定路仙下,jiangxi,,,S0041360520030,,,,,,S0041360520030,仙下收费站,JIANG_XI,115.574208,26.092413,S0041360520030,仙下收费站,jiangxi,RAMP_PLAZA,115.574208,26.092413,0
G6011360700020,兴赣路兴国南,jiangxi,,,G6011360700020,,,,,,G6011360700020,兴国南收费站,JIANG_XI,115.367783,26.251155,G6011360700020,兴国南收费站,jiangxi,RAMP_PLAZA,115.367783,26.251155,0
S0032360560020,修平路修水西,jiangxi,,,S0032360560020,,,,,,S0032360560020,修水西收费站,JIANG_XI,114.434298,29.035781,S0032360560020,修水西收费站,jiangxi,RAMP_PLAZA,114.434298,29.035781,0
G0006630020040,高寨匝道,qinghai,,,G0006630020040,,,,,,G0006630020040,海东收费站,QING_HAI,101.96913,36.545254,G0006630020040,海东收费站,qinghai,RAMP_PLAZA,101.96913,36.545254,0
G0094440040040,横栏,guangdong,113.223214,22.579024,G0094440040040,2110038741,横栏收费站,guangdong,113.22309,22.58228,G0094440040040,横栏收费站,GUANG_DONG,113.223138,22.582284,G0094440040040,横栏收费站,guangdong,RAMP_PLAZA,113.223138,22.582284,0
S0081440010050,广花,guangdong,113.253136,23.164611,S0081440010050,,,,,,S0081440010050,广花收费站,GUANG_DONG,113.257949,23.162259,S0081440010050,广花收费站,guangdong,RAMP_PLAZA,113.257949,23.162259,0
S0016440020030,机场北,guangdong,113.419481,23.450621,S0016440020030,,,,,,S0016440020030,机场收费站,GUANG_DONG,113.284843,23.351205,S0016440020030,机场收费站,guangdong,RAMP_PLAZA,113.284843,23.351205,0
G0015320020030,灌南东,jiangsu,119.590074,34.260677,G0015320020030,2110028794,灌南东收费站,jiangsu,119.58338,34.25492,G0015320020030,灌南东收费站,JIANG_SU,119.586048,34.256007,G0015320020030,灌南东收费站,jiangsu,RAMP_PLAZA,119.586048,34.256007,0
S0071430020090,毛田,hunan,,,S0071430020090,,,,,,S0071430020090,毛田收费站,HU_NAN,112.095474,27.665719,S0071430020090,毛田收费站,hunan,RAMP_PLAZA,112.095474,27.665719,0
G0078530010070,云南罗平,yunnan,104.503013,25.038504,G0078530010070,,,,,,G0078530010070,云南罗平收费站,YUN_NAN,104.507568,25.032216,G0078530010070,云南罗平收费站,yunnan,MAIN_LINE_PLAZA,104.507568,25.032216,0
S0029440010060,清溪湖,guangdong,114.178513,22.855998,S0029440010060,,,,,,S0029440010060,清溪湖收费站,GUANG_DONG,114.17842,22.855804,S0029440010060,清溪湖收费站,guangdong,RAMP_PLAZA,114.17842,22.855804,0
S0014440060030,机场南,guangdong,110.552675,21.453476,S0014440060030,,,,,,S0014440060030,机场南收费站,GUANG_DONG,110.552867,21.453574,S0014440060030,机场南收费站,guangdong,RAMP_PLAZA,110.552867,21.453574,0
S0014440060070,廉江东,guangdong,110.319327,21.558383,S0014440060070,,,,,,S0014440060070,廉江东收费站,GUANG_DONG,110.319341,21.558369,S0014440060070,廉江东收费站,guangdong,RAMP_PLAZA,110.319341,21.558369,0
S0014440050100,石鼓,guangdong,110.771068,21.774015,S0014440050100,,,,,,S0014440050100,石鼓收费站,GUANG_DONG,110.765487,21.768577,S0014440050100,石鼓收费站,guangdong,RAMP_PLAZA,110.765487,21.768577,0
S0013440010090,前詹,guangdong,116.214754,22.592068,S0013440010090,,,,,,S0013440010090,前詹收费站,GUANG_DONG,,,S0013440010090,前詹收费站,guangdong,MAIN_LINE_PLAZA,116.214754,22.592068,1
S0062520010010,余庆,guizhou,,,S0062520010010,2110067271,余庆收费站,guizhou,107.88251,27.21261,S0062520010010,余庆收费站,GUI_ZHOU,107.882607,27.212622,S0062520010010,余庆收费站,guizhou,RAMP_PLAZA,107.882607,27.212622,0
G0076520060030,榕江,guizhou,,,G0076520060030,2110014044,榕江收费站,guizhou,108.50049,25.90051,G0076520060030,榕江收费站,GUI_ZHOU,108.500738,25.900594,G0076520060030,榕江收费站,guizhou,RAMP_PLAZA,108.500738,25.900594,0
G0076520060050,从江北,guizhou,,,G0076520060050,2110013975,从江北收费站,guizhou,108.84999,25.89221,G0076520060050,从江北收费站,GUI_ZHOU,108.850106,25.892178,G0076520060050,从江北收费站,guizhou,RAMP_PLAZA,108.850106,25.892178,0
S0015520030060,锦屏,guizhou,,,S0015520030060,2110071183,锦屏收费站,guizhou,109.18653,26.66923,S0015520030060,锦屏收费站,GUI_ZHOU,109.186506,26.669152,S0015520030060,锦屏收费站,guizhou,RAMP_PLAZA,109.186506,26.669152,0
S0030520010080,黄平纸房,guizhou,,,S0030520010080,,,,,,S0030520010080,黄平纸房收费站,GUI_ZHOU,107.736296,27.182051,S0030520010080,黄平纸房收费站,guizhou,RAMP_PLAZA,107.736296,27.182051,0
G0060520060050,岗乌,guizhou,,,G0060520060050,2110013973,岗乌收费站,guizhou,105.35379,25.92493,G0060520060050,岗乌收费站,GUI_ZHOU,105.35391,25.925012,G0060520060050,岗乌收费站,guizhou,RAMP_PLAZA,105.35391,25.925012,0
G0075520020080,久长,guizhou,,,G0075520020080,2110014155,久长收费站,guizhou,106.692,26.92473,G0075520020080,久长收费站,GUI_ZHOU,106.692013,26.924697,G0075520020080,久长收费站,guizhou,RAMP_PLAZA,106.692013,26.924697,0
G4215520010070,习水,guizhou,,,G4215520010070,2110054195,习水收费站,guizhou,106.21035,28.29855,G4215520010070,习水收费站,GUI_ZHOU,106.210238,28.298684,G4215520010070,习水收费站,guizhou,RAMP_PLAZA,106.210238,28.298684,0
G0076520040030,东门桥,guizhou,,,G0076520040030,2110014111,东门桥收费站,guizhou,106.48769,26.55622,G0076520040030,东门桥收费站,GUI_ZHOU,106.487037,26.555898,G0076520040030,东门桥收费站,guizhou,RAMP_PLAZA,106.487037,26.555898,0
G0056520010050,江口,guizhou,,,G0056520010050,2110051750,江口收费站,guizhou,108.8485,27.71352,G0056520010050,江口收费站,GUI_ZHOU,108.848395,27.71333,G0056520010050,江口收费站,guizhou,RAMP_PLAZA,108.848395,27.71333,0
G0056520010070,梵净山西,guizhou,,,G0056520010070,2110051744,梵净山西收费站,guizhou,108.57346,27.81438,G0056520010070,梵净山西收费站,GUI_ZHOU,108.573479,27.814446,G0056520010070,梵净山西收费站,guizhou,RAMP_PLAZA,108.573479,27.814446,0
G0056520010100,思南东,guizhou,,,G0056520010100,2110054177,思南东收费站,guizhou,108.26698,27.95714,G0056520010100,思南东收费站,GUI_ZHOU,108.267001,27.957166,G0056520010100,思南东收费站,guizhou,RAMP_PLAZA,108.267001,27.957166,0
S0003520010010,魏旗,guizhou,,,S0003520010010,2110014298,魏旗收费站,guizhou,105.82445,26.26286,S0003520010010,兴东收费站,GUI_ZHOU,105.824053,26.262833,S0003520010010,兴东收费站,guizhou,RAMP_PLAZA,105.824053,26.262833,0
G0069520020040,洗马,guizhou,,,G0069520020040,,,,,,G0069520020040,洗马收费站,GUI_ZHOU,107.508768,27.959573,G0069520020040,洗马收费站,guizhou,RAMP_PLAZA,107.508768,27.959573,0
G0015440030110,达濠,guangdong,116.698634,23.293255,G0015440030110,2110038774,达濠收费站,guangdong,116.70327,23.29053,G0015440030110,达濠收费站,GUANG_DONG,116.703165,23.290568,G0015440030110,达濠收费站,guangdong,RAMP_PLAZA,116.703165,23.290568,0
G0055440030060,四会西,guangdong,112.585422,23.311163,G0055440030060,2110038621,四会西收费站,guangdong,112.65199,23.38344,G0055440030060,四会西收费站,GUANG_DONG,112.65188,23.383629,G0055440030060,四会西收费站,guangdong,RAMP_PLAZA,112.65188,23.383629,0
